ElementId,Category,Family,Type,Level,Mark,Assembly Code,Assembly Description,Length,Width,Depth,Height,Area,Volume,Weight,Unit Weight,Material,Type Comments,Base Level,Top Level,Base Offset,Top Offset,Comments,Parameter Snapshot
1408668,Doors,Door-Passage-Single-Vision_Lite,"36"" x 80""",L -1,213,C1020,Interior Doors,,"3' - 0""","0' - 1 3/4""","6' - 8""",52 SF,4.54 CF,,,Glass; Aluminum; Wood - Birch; Metal - Paint Finish - Grey,,,,,,,"Area=52 SF | Assembly Code=C1020 | Assembly Description=Interior Doors | Door Handle Material=Aluminum | Export Type to IFC=0 | Family and Type=36"" x 80"" | Frame Material=Metal - Paint Finish - Grey | Glass Stop Material=Metal - Paint Finish - Grey | Head Height=6' - 8"" | Height=6' - 8"" | Level=L -1 | Mark=213 | Masonry Frame Depth=0' - 5 3/4"" | MFOpeningHeight=0' - 4"" | MFOpeningWidth=0' - 4"" | Panel Material=Wood - Birch | Rough Height=7' - 0"" | Rough Width=3' - 4"" | Sill Height=0' - 0"" | Strike Height=3' - 4"" | Thickness=0' - 1 3/4"" | Type=36"" x 80"" | Type Id=36"" x 80"" | Type IfcGUID=25VjgOKgz12enyjs5jfF5b | Type Mark=21 | Type Name=36"" x 80"" | Volume=4.54 CF | Width=3' - 0"""
1408820,Doors,Door-Passage-Single-Vision_Lite,"36"" x 80""",L -1,216,C1020,Interior Doors,,"3' - 0""","0' - 1 3/4""","6' - 8""",52 SF,4.54 CF,,,Glass; Aluminum; Wood - Birch; Metal - Paint Finish - Grey,,,,,,,"Area=52 SF | Assembly Code=C1020 | Assembly Description=Interior Doors | Door Handle Material=Aluminum | Export Type to IFC=0 | Family and Type=36"" x 80"" | Frame Material=Metal - Paint Finish - Grey | Glass Stop Material=Metal - Paint Finish - Grey | Head Height=6' - 8"" | Height=6' - 8"" | Level=L -1 | Mark=216 | Masonry Frame Depth=0' - 5 3/4"" | MFOpeningHeight=0' - 4"" | MFOpeningWidth=0' - 4"" | Panel Material=Wood - Birch | Rough Height=7' - 0"" | Rough Width=3' - 4"" | Sill Height=0' - 0"" | Strike Height=3' - 4"" | Thickness=0' - 1 3/4"" | Type=36"" x 80"" | Type Id=36"" x 80"" | Type IfcGUID=25VjgOKgz12enyjs5jfF5b | Type Mark=21 | Type Name=36"" x 80"" | Volume=4.54 CF | Width=3' - 0"""
1410089,Curtain Panels,System Panel,Glazed,L 1,,,,,"4' - 7 1/4""","0' - 1""","7' - 8 1/4""",35 SF,2.95 CF,,,Glass,,,,,,,"Area=35 SF | Construction Type Id=GSP4R | Export Type to IFC=0 | Family and Type=Glazed | Height=7' - 8 1/4"" | Level=L 1 | Material=Glass | Offset=0' - 1 1/4"" | Thickness=0' - 1"" | Type=Glazed | Type Id=Glazed | Type IfcGUID=2kuA36Oo8Hr98b0026FtOP | Type Name=Glazed | Volume=2.95 CF | Width=4' - 7 1/4"""
1410091,Curtain Wall Mullions,Rectangular Mullion,"2.5"" x 5"" rectangular",L 1,,,,"4' - 7 1/4""",,"0' - 5""","0' - 5""",3 SF,0.40 CF,,,Aluminum,,,,,,,"Area=3 SF | Export Type to IFC=0 | Family and Type=2.5"" x 5"" rectangular | Length=4' - 7 1/4"" | Level=L 1 | Material=Aluminum | Offset=0' - 0"" | Thickness=0' - 5"" | Type=2.5"" x 5"" rectangular | Type Id=2.5"" x 5"" rectangular | Type IfcGUID=2mjs6M6G98BxHa18ZZD6Tx | Type Name=2.5"" x 5"" rectangular | Volume=0.40 CF | Width on side 1=0' - 1 1/4"" | Width on side 2=0' - 1 1/4"""
1410092,Curtain Wall Mullions,Rectangular Mullion,"2.5"" x 5"" rectangular",L 1,,,,"4' - 7 1/4""",,"0' - 5""","0' - 5""",3 SF,0.40 CF,,,Aluminum,,,,,,,"Area=3 SF | Export Type to IFC=0 | Family and Type=2.5"" x 5"" rectangular | Length=4' - 7 1/4"" | Level=L 1 | Material=Aluminum | Offset=0' - 0"" | Thickness=0' - 5"" | Type=2.5"" x 5"" rectangular | Type Id=2.5"" x 5"" rectangular | Type IfcGUID=2mjs6M6G98BxHa18ZZD6Tx | Type Name=2.5"" x 5"" rectangular | Volume=0.40 CF | Width on side 1=0' - 1 1/4"" | Width on side 2=0' - 1 1/4"""
1410093,Curtain Wall Mullions,Rectangular Mullion,"2.5"" x 5"" rectangular",L 1,,,,"8' - 0""",,"0' - 5""","0' - 5""",5 SF,0.69 CF,,,Aluminum,,,,,,,"Area=5 SF | Export Type to IFC=0 | Family and Type=2.5"" x 5"" rectangular | Length=8' - 0"" | Level=L 1 | Material=Aluminum | Offset=0' - 0"" | Thickness=0' - 5"" | Type=2.5"" x 5"" rectangular | Type Id=2.5"" x 5"" rectangular | Type IfcGUID=2mjs6M6G98BxHa18ZZD6Tx | Type Name=2.5"" x 5"" rectangular | Volume=0.69 CF | Width on side 1=0' - 1 1/4"" | Width on side 2=0' - 1 1/4"""
1410094,Curtain Wall Mullions,Rectangular Mullion,"2.5"" x 5"" rectangular",L 1,,,,"4' - 0""",,"0' - 5""","0' - 5""",3 SF,0.35 CF,,,Aluminum,,,,,,,"Area=3 SF | Export Type to IFC=0 | Family and Type=2.5"" x 5"" rectangular | Length=4' - 0"" | Level=L 1 | Material=Aluminum | Offset=0' - 0"" | Thickness=0' - 5"" | Type=2.5"" x 5"" rectangular | Type Id=2.5"" x 5"" rectangular | Type IfcGUID=2mjs6M6G98BxHa18ZZD6Tx | Type Name=2.5"" x 5"" rectangular | Volume=0.35 CF | Width on side 1=0' - 1 1/4"" | Width on side 2=0' - 1 1/4"""
1410096,Curtain Panels,System Panel,Glazed,L 1,,,,,"4' - 8 1/2""","0' - 1""","7' - 8 1/4""",36 SF,3.02 CF,,,Glass,,,,,,,"Area=36 SF | Construction Type Id=GSP4R | Export Type to IFC=0 | Family and Type=Glazed | Height=7' - 8 1/4"" | Level=L 1 | Material=Glass | Offset=0' - 1 1/4"" | Thickness=0' - 1"" | Type=Glazed | Type Id=Glazed | Type IfcGUID=2kuA36Oo8Hr98b0026FtOP | Type Name=Glazed | Volume=3.02 CF | Width=4' - 8 1/2"""
1410098,Curtain Panels,System Panel,Glazed,L 1,,,,,"4' - 8 1/2""","0' - 1""","7' - 8 1/4""",36 SF,3.02 CF,,,Glass,,,,,,,"Area=36 SF | Construction Type Id=GSP4R | Export Type to IFC=0 | Family and Type=Glazed | Height=7' - 8 1/4"" | Level=L 1 | Material=Glass | Offset=0' - 1 1/4"" | Thickness=0' - 1"" | Type=Glazed | Type Id=Glazed | Type IfcGUID=2kuA36Oo8Hr98b0026FtOP | Type Name=Glazed | Volume=3.02 CF | Width=4' - 8 1/2"""
1410100,Curtain Panels,System Panel,Glazed,L 1,,,,,"4' - 8 1/2""","0' - 1""","7' - 8 1/4""",36 SF,3.02 CF,,,Glass,,,,,,,"Area=36 SF | Construction Type Id=GSP4R | Export Type to IFC=0 | Family and Type=Glazed | Height=7' - 8 1/4"" | Level=L 1 | Material=Glass | Offset=0' - 1 1/4"" | Thickness=0' - 1"" | Type=Glazed | Type Id=Glazed | Type IfcGUID=2kuA36Oo8Hr98b0026FtOP | Type Name=Glazed | Volume=3.02 CF | Width=4' - 8 1/2"""
1410102,Curtain Panels,System Panel,Glazed,L 1,,,,,"4' - 8 1/2""","0' - 1""","7' - 8 1/4""",36 SF,3.02 CF,,,Glass,,,,,,,"Area=36 SF | Construction Type Id=GSP4R | Export Type to IFC=0 | Family and Type=Glazed | Height=7' - 8 1/4"" | Level=L 1 | Material=Glass | Offset=0' - 1 1/4"" | Thickness=0' - 1"" | Type=Glazed | Type Id=Glazed | Type IfcGUID=2kuA36Oo8Hr98b0026FtOP | Type Name=Glazed | Volume=3.02 CF | Width=4' - 8 1/2"""
1410104,Curtain Panels,System Panel,Glazed,L 1,,,,,"4' - 8 1/2""","0' - 1""","7' - 8 1/4""",36 SF,3.02 CF,,,Glass,,,,,,,"Area=36 SF | Construction Type Id=GSP4R | Export Type to IFC=0 | Family and Type=Glazed | Height=7' - 8 1/4"" | Level=L 1 | Material=Glass | Offset=0' - 1 1/4"" | Thickness=0' - 1"" | Type=Glazed | Type Id=Glazed | Type IfcGUID=2kuA36Oo8Hr98b0026FtOP | Type Name=Glazed | Volume=3.02 CF | Width=4' - 8 1/2"""
1410106,Curtain Panels,System Panel,Glazed,L 1,,,,,"4' - 8 1/2""","0' - 1""","7' - 8 1/4""",36 SF,3.02 CF,,,Glass,,,,,,,"Area=36 SF | Construction Type Id=GSP4R | Export Type to IFC=0 | Family and Type=Glazed | Height=7' - 8 1/4"" | Level=L 1 | Material=Glass | Offset=0' - 1 1/4"" | Thickness=0' - 1"" | Type=Glazed | Type Id=Glazed | Type IfcGUID=2kuA36Oo8Hr98b0026FtOP | Type Name=Glazed | Volume=3.02 CF | Width=4' - 8 1/2"""
1410108,Curtain Panels,System Panel,Glazed,L 1,,,,,"4' - 7 1/4""","0' - 1""","7' - 8 1/4""",35 SF,2.95 CF,,,Glass,,,,,,,"Area=35 SF | Construction Type Id=GSP4R | Export Type to IFC=0 | Family and Type=Glazed | Height=7' - 8 1/4"" | Level=L 1 | Material=Glass | Offset=0' - 1 1/4"" | Thickness=0' - 1"" | Type=Glazed | Type Id=Glazed | Type IfcGUID=2kuA36Oo8Hr98b0026FtOP | Type Name=Glazed | Volume=2.95 CF | Width=4' - 7 1/4"""
1410110,Curtain Panels,System Panel,Glazed,L 1,,,,,"4' - 7 1/4""","0' - 1""","3' - 8 1/4""",17 SF,1.41 CF,,,Glass,,,,,,,"Area=17 SF | Construction Type Id=GSP4R | Export Type to IFC=0 | Family and Type=Glazed | Height=3' - 8 1/4"" | Level=L 1 | Material=Glass | Offset=0' - 1 1/4"" | Thickness=0' - 1"" | Type=Glazed | Type Id=Glazed | Type IfcGUID=2kuA36Oo8Hr98b0026FtOP | Type Name=Glazed | Volume=1.41 CF | Width=4' - 7 1/4"""
1410111,Curtain Panels,System Panel,Glazed,L 1,,,,,"4' - 8 1/2""","0' - 1""","3' - 8 1/4""",17 SF,1.45 CF,,,Glass,,,,,,,"Area=17 SF | Construction Type Id=GSP4R | Export Type to IFC=0 | Family and Type=Glazed | Height=3' - 8 1/4"" | Level=L 1 | Material=Glass | Offset=0' - 1 1/4"" | Thickness=0' - 1"" | Type=Glazed | Type Id=Glazed | Type IfcGUID=2kuA36Oo8Hr98b0026FtOP | Type Name=Glazed | Volume=1.45 CF | Width=4' - 8 1/2"""
1410112,Curtain Panels,System Panel,Glazed,L 1,,,,,"4' - 8 1/2""","0' - 1""","3' - 8 1/4""",17 SF,1.45 CF,,,Glass,,,,,,,"Area=17 SF | Construction Type Id=GSP4R | Export Type to IFC=0 | Family and Type=Glazed | Height=3' - 8 1/4"" | Level=L 1 | Material=Glass | Offset=0' - 1 1/4"" | Thickness=0' - 1"" | Type=Glazed | Type Id=Glazed | Type IfcGUID=2kuA36Oo8Hr98b0026FtOP | Type Name=Glazed | Volume=1.45 CF | Width=4' - 8 1/2"""
1410113,Curtain Panels,System Panel,Glazed,L 1,,,,,"4' - 8 1/2""","0' - 1""","3' - 8 1/4""",17 SF,1.45 CF,,,Glass,,,,,,,"Area=17 SF | Construction Type Id=GSP4R | Export Type to IFC=0 | Family and Type=Glazed | Height=3' - 8 1/4"" | Level=L 1 | Material=Glass | Offset=0' - 1 1/4"" | Thickness=0' - 1"" | Type=Glazed | Type Id=Glazed | Type IfcGUID=2kuA36Oo8Hr98b0026FtOP | Type Name=Glazed | Volume=1.45 CF | Width=4' - 8 1/2"""
1410114,Curtain Panels,System Panel,Glazed,L 1,,,,,"4' - 8 1/2""","0' - 1""","3' - 8 1/4""",17 SF,1.45 CF,,,Glass,,,,,,,"Area=17 SF | Construction Type Id=GSP4R | Export Type to IFC=0 | Family and Type=Glazed | Height=3' - 8 1/4"" | Level=L 1 | Material=Glass | Offset=0' - 1 1/4"" | Thickness=0' - 1"" | Type=Glazed | Type Id=Glazed | Type IfcGUID=2kuA36Oo8Hr98b0026FtOP | Type Name=Glazed | Volume=1.45 CF | Width=4' - 8 1/2"""
1410115,Curtain Panels,System Panel,Glazed,L 1,,,,,"4' - 8 1/2""","0' - 1""","3' - 8 1/4""",17 SF,1.45 CF,,,Glass,,,,,,,"Area=17 SF | Construction Type Id=GSP4R | Export Type to IFC=0 | Family and Type=Glazed | Height=3' - 8 1/4"" | Level=L 1 | Material=Glass | Offset=0' - 1 1/4"" | Thickness=0' - 1"" | Type=Glazed | Type Id=Glazed | Type IfcGUID=2kuA36Oo8Hr98b0026FtOP | Type Name=Glazed | Volume=1.45 CF | Width=4' - 8 1/2"""
1410116,Curtain Panels,System Panel,Glazed,L 1,,,,,"4' - 8 1/2""","0' - 1""","3' - 8 1/4""",17 SF,1.45 CF,,,Glass,,,,,,,"Area=17 SF | Construction Type Id=GSP4R | Export Type to IFC=0 | Family and Type=Glazed | Height=3' - 8 1/4"" | Level=L 1 | Material=Glass | Offset=0' - 1 1/4"" | Thickness=0' - 1"" | Type=Glazed | Type Id=Glazed | Type IfcGUID=2kuA36Oo8Hr98b0026FtOP | Type Name=Glazed | Volume=1.45 CF | Width=4' - 8 1/2"""
1410117,Curtain Panels,System Panel,Glazed,L 1,,,,,"4' - 7 1/4""","0' - 1""","3' - 8 1/4""",17 SF,1.41 CF,,,Glass,,,,,,,"Area=17 SF | Construction Type Id=GSP4R | Export Type to IFC=0 | Family and Type=Glazed | Height=3' - 8 1/4"" | Level=L 1 | Material=Glass | Offset=0' - 1 1/4"" | Thickness=0' - 1"" | Type=Glazed | Type Id=Glazed | Type IfcGUID=2kuA36Oo8Hr98b0026FtOP | Type Name=Glazed | Volume=1.41 CF | Width=4' - 7 1/4"""
1410128,Curtain Wall Mullions,Rectangular Mullion,"2.5"" x 5"" rectangular",L 1,,,,"4' - 7 1/4""",,"0' - 5""","0' - 5""",3 SF,0.40 CF,,,Aluminum,,,,,,,"Area=3 SF | Export Type to IFC=0 | Family and Type=2.5"" x 5"" rectangular | Length=4' - 7 1/4"" | Level=L 1 | Material=Aluminum | Offset=0' - 0"" | Thickness=0' - 5"" | Type=2.5"" x 5"" rectangular | Type Id=2.5"" x 5"" rectangular | Type IfcGUID=2mjs6M6G98BxHa18ZZD6Tx | Type Name=2.5"" x 5"" rectangular | Volume=0.40 CF | Width on side 1=0' - 1 1/4"" | Width on side 2=0' - 1 1/4"""
1410129,Curtain Wall Mullions,Rectangular Mullion,"2.5"" x 5"" rectangular",L 1,,,,"4' - 8 1/2""",,"0' - 5""","0' - 5""",3 SF,0.41 CF,,,Aluminum,,,,,,,"Area=3 SF | Export Type to IFC=0 | Family and Type=2.5"" x 5"" rectangular | Length=4' - 8 1/2"" | Level=L 1 | Material=Aluminum | Offset=0' - 0"" | Thickness=0' - 5"" | Type=2.5"" x 5"" rectangular | Type Id=2.5"" x 5"" rectangular | Type IfcGUID=2mjs6M6G98BxHa18ZZD6Tx | Type Name=2.5"" x 5"" rectangular | Volume=0.41 CF | Width on side 1=0' - 1 1/4"" | Width on side 2=0' - 1 1/4"""
1410130,Curtain Wall Mullions,Rectangular Mullion,"2.5"" x 5"" rectangular",L 1,,,,"4' - 8 1/2""",,"0' - 5""","0' - 5""",3 SF,0.41 CF,,,Aluminum,,,,,,,"Area=3 SF | Export Type to IFC=0 | Family and Type=2.5"" x 5"" rectangular | Length=4' - 8 1/2"" | Level=L 1 | Material=Aluminum | Offset=0' - 0"" | Thickness=0' - 5"" | Type=2.5"" x 5"" rectangular | Type Id=2.5"" x 5"" rectangular | Type IfcGUID=2mjs6M6G98BxHa18ZZD6Tx | Type Name=2.5"" x 5"" rectangular | Volume=0.41 CF | Width on side 1=0' - 1 1/4"" | Width on side 2=0' - 1 1/4"""
1410131,Curtain Wall Mullions,Rectangular Mullion,"2.5"" x 5"" rectangular",L 1,,,,"4' - 8 1/2""",,"0' - 5""","0' - 5""",3 SF,0.41 CF,,,Aluminum,,,,,,,"Area=3 SF | Export Type to IFC=0 | Family and Type=2.5"" x 5"" rectangular | Length=4' - 8 1/2"" | Level=L 1 | Material=Aluminum | Offset=0' - 0"" | Thickness=0' - 5"" | Type=2.5"" x 5"" rectangular | Type Id=2.5"" x 5"" rectangular | Type IfcGUID=2mjs6M6G98BxHa18ZZD6Tx | Type Name=2.5"" x 5"" rectangular | Volume=0.41 CF | Width on side 1=0' - 1 1/4"" | Width on side 2=0' - 1 1/4"""
1410132,Curtain Wall Mullions,Rectangular Mullion,"2.5"" x 5"" rectangular",L 1,,,,"4' - 8 1/2""",,"0' - 5""","0' - 5""",3 SF,0.41 CF,,,Aluminum,,,,,,,"Area=3 SF | Export Type to IFC=0 | Family and Type=2.5"" x 5"" rectangular | Length=4' - 8 1/2"" | Level=L 1 | Material=Aluminum | Offset=0' - 0"" | Thickness=0' - 5"" | Type=2.5"" x 5"" rectangular | Type Id=2.5"" x 5"" rectangular | Type IfcGUID=2mjs6M6G98BxHa18ZZD6Tx | Type Name=2.5"" x 5"" rectangular | Volume=0.41 CF | Width on side 1=0' - 1 1/4"" | Width on side 2=0' - 1 1/4"""
1410133,Curtain Wall Mullions,Rectangular Mullion,"2.5"" x 5"" rectangular",L 1,,,,"4' - 8 1/2""",,"0' - 5""","0' - 5""",3 SF,0.41 CF,,,Aluminum,,,,,,,"Area=3 SF | Export Type to IFC=0 | Family and Type=2.5"" x 5"" rectangular | Length=4' - 8 1/2"" | Level=L 1 | Material=Aluminum | Offset=0' - 0"" | Thickness=0' - 5"" | Type=2.5"" x 5"" rectangular | Type Id=2.5"" x 5"" rectangular | Type IfcGUID=2mjs6M6G98BxHa18ZZD6Tx | Type Name=2.5"" x 5"" rectangular | Volume=0.41 CF | Width on side 1=0' - 1 1/4"" | Width on side 2=0' - 1 1/4"""
1410134,Curtain Wall Mullions,Rectangular Mullion,"2.5"" x 5"" rectangular",L 1,,,,"4' - 8 1/2""",,"0' - 5""","0' - 5""",3 SF,0.41 CF,,,Aluminum,,,,,,,"Area=3 SF | Export Type to IFC=0 | Family and Type=2.5"" x 5"" rectangular | Length=4' - 8 1/2"" | Level=L 1 | Material=Aluminum | Offset=0' - 0"" | Thickness=0' - 5"" | Type=2.5"" x 5"" rectangular | Type Id=2.5"" x 5"" rectangular | Type IfcGUID=2mjs6M6G98BxHa18ZZD6Tx | Type Name=2.5"" x 5"" rectangular | Volume=0.41 CF | Width on side 1=0' - 1 1/4"" | Width on side 2=0' - 1 1/4"""
1410135,Curtain Wall Mullions,Rectangular Mullion,"2.5"" x 5"" rectangular",L 1,,,,"4' - 8 1/2""",,"0' - 5""","0' - 5""",3 SF,0.41 CF,,,Aluminum,,,,,,,"Area=3 SF | Export Type to IFC=0 | Family and Type=2.5"" x 5"" rectangular | Length=4' - 8 1/2"" | Level=L 1 | Material=Aluminum | Offset=0' - 0"" | Thickness=0' - 5"" | Type=2.5"" x 5"" rectangular | Type Id=2.5"" x 5"" rectangular | Type IfcGUID=2mjs6M6G98BxHa18ZZD6Tx | Type Name=2.5"" x 5"" rectangular | Volume=0.41 CF | Width on side 1=0' - 1 1/4"" | Width on side 2=0' - 1 1/4"""
1410136,Curtain Wall Mullions,Rectangular Mullion,"2.5"" x 5"" rectangular",L 1,,,,"4' - 8 1/2""",,"0' - 5""","0' - 5""",3 SF,0.41 CF,,,Aluminum,,,,,,,"Area=3 SF | Export Type to IFC=0 | Family and Type=2.5"" x 5"" rectangular | Length=4' - 8 1/2"" | Level=L 1 | Material=Aluminum | Offset=0' - 0"" | Thickness=0' - 5"" | Type=2.5"" x 5"" rectangular | Type Id=2.5"" x 5"" rectangular | Type IfcGUID=2mjs6M6G98BxHa18ZZD6Tx | Type Name=2.5"" x 5"" rectangular | Volume=0.41 CF | Width on side 1=0' - 1 1/4"" | Width on side 2=0' - 1 1/4"""
1410137,Curtain Wall Mullions,Rectangular Mullion,"2.5"" x 5"" rectangular",L 1,,,,"4' - 8 1/2""",,"0' - 5""","0' - 5""",3 SF,0.41 CF,,,Aluminum,,,,,,,"Area=3 SF | Export Type to IFC=0 | Family and Type=2.5"" x 5"" rectangular | Length=4' - 8 1/2"" | Level=L 1 | Material=Aluminum | Offset=0' - 0"" | Thickness=0' - 5"" | Type=2.5"" x 5"" rectangular | Type Id=2.5"" x 5"" rectangular | Type IfcGUID=2mjs6M6G98BxHa18ZZD6Tx | Type Name=2.5"" x 5"" rectangular | Volume=0.41 CF | Width on side 1=0' - 1 1/4"" | Width on side 2=0' - 1 1/4"""
1410138,Curtain Wall Mullions,Rectangular Mullion,"2.5"" x 5"" rectangular",L 1,,,,"4' - 8 1/2""",,"0' - 5""","0' - 5""",3 SF,0.41 CF,,,Aluminum,,,,,,,"Area=3 SF | Export Type to IFC=0 | Family and Type=2.5"" x 5"" rectangular | Length=4' - 8 1/2"" | Level=L 1 | Material=Aluminum | Offset=0' - 0"" | Thickness=0' - 5"" | Type=2.5"" x 5"" rectangular | Type Id=2.5"" x 5"" rectangular | Type IfcGUID=2mjs6M6G98BxHa18ZZD6Tx | Type Name=2.5"" x 5"" rectangular | Volume=0.41 CF | Width on side 1=0' - 1 1/4"" | Width on side 2=0' - 1 1/4"""
1410139,Curtain Wall Mullions,Rectangular Mullion,"2.5"" x 5"" rectangular",L 1,,,,"4' - 8 1/2""",,"0' - 5""","0' - 5""",3 SF,0.41 CF,,,Aluminum,,,,,,,"Area=3 SF | Export Type to IFC=0 | Family and Type=2.5"" x 5"" rectangular | Length=4' - 8 1/2"" | Level=L 1 | Material=Aluminum | Offset=0' - 0"" | Thickness=0' - 5"" | Type=2.5"" x 5"" rectangular | Type Id=2.5"" x 5"" rectangular | Type IfcGUID=2mjs6M6G98BxHa18ZZD6Tx | Type Name=2.5"" x 5"" rectangular | Volume=0.41 CF | Width on side 1=0' - 1 1/4"" | Width on side 2=0' - 1 1/4"""
1410140,Curtain Wall Mullions,Rectangular Mullion,"2.5"" x 5"" rectangular",L 1,,,,"4' - 8 1/2""",,"0' - 5""","0' - 5""",3 SF,0.41 CF,,,Aluminum,,,,,,,"Area=3 SF | Export Type to IFC=0 | Family and Type=2.5"" x 5"" rectangular | Length=4' - 8 1/2"" | Level=L 1 | Material=Aluminum | Offset=0' - 0"" | Thickness=0' - 5"" | Type=2.5"" x 5"" rectangular | Type Id=2.5"" x 5"" rectangular | Type IfcGUID=2mjs6M6G98BxHa18ZZD6Tx | Type Name=2.5"" x 5"" rectangular | Volume=0.41 CF | Width on side 1=0' - 1 1/4"" | Width on side 2=0' - 1 1/4"""
1410141,Curtain Wall Mullions,Rectangular Mullion,"2.5"" x 5"" rectangular",L 1,,,,"4' - 7 1/4""",,"0' - 5""","0' - 5""",3 SF,0.40 CF,,,Aluminum,,,,,,,"Area=3 SF | Export Type to IFC=0 | Family and Type=2.5"" x 5"" rectangular | Length=4' - 7 1/4"" | Level=L 1 | Material=Aluminum | Offset=0' - 0"" | Thickness=0' - 5"" | Type=2.5"" x 5"" rectangular | Type Id=2.5"" x 5"" rectangular | Type IfcGUID=2mjs6M6G98BxHa18ZZD6Tx | Type Name=2.5"" x 5"" rectangular | Volume=0.40 CF | Width on side 1=0' - 1 1/4"" | Width on side 2=0' - 1 1/4"""
1410142,Curtain Wall Mullions,Rectangular Mullion,"2.5"" x 5"" rectangular",L 1,,,,"4' - 0""",,"0' - 5""","0' - 5""",3 SF,0.35 CF,,,Aluminum,,,,,,,"Area=3 SF | Export Type to IFC=0 | Family and Type=2.5"" x 5"" rectangular | Length=4' - 0"" | Level=L 1 | Material=Aluminum | Offset=0' - 0"" | Thickness=0' - 5"" | Type=2.5"" x 5"" rectangular | Type Id=2.5"" x 5"" rectangular | Type IfcGUID=2mjs6M6G98BxHa18ZZD6Tx | Type Name=2.5"" x 5"" rectangular | Volume=0.35 CF | Width on side 1=0' - 1 1/4"" | Width on side 2=0' - 1 1/4"""
1410143,Curtain Wall Mullions,Rectangular Mullion,"2.5"" x 5"" rectangular",L 1,,,,"8' - 0""",,"0' - 5""","0' - 5""",5 SF,0.69 CF,,,Aluminum,,,,,,,"Area=5 SF | Export Type to IFC=0 | Family and Type=2.5"" x 5"" rectangular | Length=8' - 0"" | Level=L 1 | Material=Aluminum | Offset=0' - 0"" | Thickness=0' - 5"" | Type=2.5"" x 5"" rectangular | Type Id=2.5"" x 5"" rectangular | Type IfcGUID=2mjs6M6G98BxHa18ZZD6Tx | Type Name=2.5"" x 5"" rectangular | Volume=0.69 CF | Width on side 1=0' - 1 1/4"" | Width on side 2=0' - 1 1/4"""
1410144,Curtain Wall Mullions,Rectangular Mullion,"2.5"" x 5"" rectangular",L 1,,,,"4' - 7 1/4""",,"0' - 5""","0' - 5""",3 SF,0.40 CF,,,Aluminum,,,,,,,"Area=3 SF | Export Type to IFC=0 | Family and Type=2.5"" x 5"" rectangular | Length=4' - 7 1/4"" | Level=L 1 | Material=Aluminum | Offset=0' - 0"" | Thickness=0' - 5"" | Type=2.5"" x 5"" rectangular | Type Id=2.5"" x 5"" rectangular | Type IfcGUID=2mjs6M6G98BxHa18ZZD6Tx | Type Name=2.5"" x 5"" rectangular | Volume=0.40 CF | Width on side 1=0' - 1 1/4"" | Width on side 2=0' - 1 1/4"""
1410145,Curtain Wall Mullions,Rectangular Mullion,"2.5"" x 5"" rectangular",L 1,,,,"4' - 8 1/2""",,"0' - 5""","0' - 5""",3 SF,0.41 CF,,,Aluminum,,,,,,,"Area=3 SF | Export Type to IFC=0 | Family and Type=2.5"" x 5"" rectangular | Length=4' - 8 1/2"" | Level=L 1 | Material=Aluminum | Offset=0' - 0"" | Thickness=0' - 5"" | Type=2.5"" x 5"" rectangular | Type Id=2.5"" x 5"" rectangular | Type IfcGUID=2mjs6M6G98BxHa18ZZD6Tx | Type Name=2.5"" x 5"" rectangular | Volume=0.41 CF | Width on side 1=0' - 1 1/4"" | Width on side 2=0' - 1 1/4"""
1410146,Curtain Wall Mullions,Rectangular Mullion,"2.5"" x 5"" rectangular",L 1,,,,"4' - 8 1/2""",,"0' - 5""","0' - 5""",3 SF,0.41 CF,,,Aluminum,,,,,,,"Area=3 SF | Export Type to IFC=0 | Family and Type=2.5"" x 5"" rectangular | Length=4' - 8 1/2"" | Level=L 1 | Material=Aluminum | Offset=0' - 0"" | Thickness=0' - 5"" | Type=2.5"" x 5"" rectangular | Type Id=2.5"" x 5"" rectangular | Type IfcGUID=2mjs6M6G98BxHa18ZZD6Tx | Type Name=2.5"" x 5"" rectangular | Volume=0.41 CF | Width on side 1=0' - 1 1/4"" | Width on side 2=0' - 1 1/4"""
1410147,Curtain Wall Mullions,Rectangular Mullion,"2.5"" x 5"" rectangular",L 1,,,,"4' - 8 1/2""",,"0' - 5""","0' - 5""",3 SF,0.41 CF,,,Aluminum,,,,,,,"Area=3 SF | Export Type to IFC=0 | Family and Type=2.5"" x 5"" rectangular | Length=4' - 8 1/2"" | Level=L 1 | Material=Aluminum | Offset=0' - 0"" | Thickness=0' - 5"" | Type=2.5"" x 5"" rectangular | Type Id=2.5"" x 5"" rectangular | Type IfcGUID=2mjs6M6G98BxHa18ZZD6Tx | Type Name=2.5"" x 5"" rectangular | Volume=0.41 CF | Width on side 1=0' - 1 1/4"" | Width on side 2=0' - 1 1/4"""
